w0,w1,w2,n,mle
concierge,was,just,1,1.0067857358596944e-05
concierge,was,talking,1,1.0067857358596944e-05
concierges,room,and,1,1.0067857358596944e-05
concourse,of,basque,1,1.0067857358596944e-05
concrete,looking,in,1,1.0067857358596944e-05
concrete,railing,in,1,1.0067857358596944e-05
concrete,stands,filled,1,1.0067857358596944e-05
conditions,and,insisted,1,1.0067857358596944e-05
conductor,for,tickets,1,1.0067857358596944e-05
conductor,put,the,1,1.0067857358596944e-05
conductor,said,</s>,1,1.0067857358596944e-05
confession,but,i,1,1.0067857358596944e-05
confidential,now,and,1,1.0067857358596944e-05
confider,</s>,<s>,1,1.0067857358596944e-05
confuse,it,with,1,1.0067857358596944e-05
congratulations,i,said,1,1.0067857358596944e-05
connais,pas,georgette,1,1.0067857358596944e-05
connected,me,with,1,1.0067857358596944e-05
connections,getting,divorces,1,1.0067857358596944e-05
connections,he,had,1,1.0067857358596944e-05
conquer,all,</s>,1,1.0067857358596944e-05
conscious,</s>,<s>,1,1.0067857358596944e-05
consciousness,and,the,1,1.0067857358596944e-05
consent,with,his,1,1.0067857358596944e-05
consequences,</s>,<s>,1,1.0067857358596944e-05
consequences,during,the,1,1.0067857358596944e-05
consider,</s>,<s>,1,1.0067857358596944e-05
considered,it,from,1,1.0067857358596944e-05
consigne,</s>,<s>,1,1.0067857358596944e-05
contempt,and,his,1,1.0067857358596944e-05
contemptuous,and,indifferent,1,1.0067857358596944e-05
contemptuous,eyes,and,1,1.0067857358596944e-05
continual,eavesdropper,</s>,1,1.0067857358596944e-05
continued,to,come,1,1.0067857358596944e-05
contortions,always,it,1,1.0067857358596944e-05
contract,</s>,<s>,1,1.0067857358596944e-05
contrescarpe,</s>,<s>,1,1.0067857358596944e-05
contrescarpe,then,turned,1,1.0067857358596944e-05
contrescarpe,walking,along,1,1.0067857358596944e-05
control,</s>,<s>,1,1.0067857358596944e-05
control,the,locality,1,1.0067857358596944e-05
controlled,</s>,<s>,1,1.0067857358596944e-05
convent,equipped,with,1,1.0067857358596944e-05
conversation,</s>,<s>,2,2.013571471719389e-05
conversations,that,way,1,1.0067857358596944e-05
convinced,</s>,<s>,1,1.0067857358596944e-05
cook,</s>,<s>,1,1.0067857358596944e-05
cooking,potato,chips,1,1.0067857358596944e-05
cool,</s>,<s>,4,4.027142943438778e-05
cool,and,damp,1,1.0067857358596944e-05
cool,and,dusky,1,1.0067857358596944e-05
cool,and,shady,1,1.0067857358596944e-05
cool,breath,of,1,1.0067857358596944e-05
cool,fresh,early,1,1.0067857358596944e-05
cool,in,the,1,1.0067857358596944e-05
cool,of,the,1,1.0067857358596944e-05
cool,on,the,1,1.0067857358596944e-05
cool,outside,in,1,1.0067857358596944e-05
cool,streets,to,1,1.0067857358596944e-05
coolidge,</s>,<s>,1,1.0067857358596944e-05
coolly,but,the,1,1.0067857358596944e-05
coolly,on,the,1,1.0067857358596944e-05
coolness,in,the,1,1.0067857358596944e-05
coop,with,simian,1,1.0067857358596944e-05
cop,stopped,me,1,1.0067857358596944e-05
copies,of,lauto,1,1.0067857358596944e-05
copper,coins,</s>,1,1.0067857358596944e-05
copper,piece,thinking,1,1.0067857358596944e-05
coppers,</s>,<s>,1,1.0067857358596944e-05
copy,of,the,1,1.0067857358596944e-05
copy,of,this,1,1.0067857358596944e-05
cordially,</s>,<s>,1,1.0067857358596944e-05
cordon,the,concierge,1,1.0067857358596944e-05
cork,and,tipped,1,1.0067857358596944e-05
cork,it,up,1,1.0067857358596944e-05
cork,oaks,and,1,1.0067857358596944e-05
cork,with,the,1,1.0067857358596944e-05
corked,up,the,1,1.0067857358596944e-05
corking,row,</s>,1,1.0067857358596944e-05
corks,firmly,into,1,1.0067857358596944e-05
corkscrews,their,elbows,1,1.0067857358596944e-05
cornada,right,through,1,1.0067857358596944e-05
corner,</s>,<s>,3,3.020357207579083e-05
corner,a,man,1,1.0067857358596944e-05
corner,from,the,1,1.0067857358596944e-05
corner,her,eyes,1,1.0067857358596944e-05
corner,of,the,2,2.013571471719389e-05
corner,with,me,1,1.0067857358596944e-05
cornered,the,dining,1,1.0067857358596944e-05
corners,of,her,5,5.033928679298472e-05
cornigrams,</s>,<s>,1,1.0067857358596944e-05
corral,</s>,<s>,6,6.040714415158166e-05
corral,a,gate,1,1.0067857358596944e-05
corral,and,then,1,1.0067857358596944e-05
corral,i,saw,1,1.0067857358596944e-05
corral,skidding,with,1,1.0067857358596944e-05
corral,to,receive,1,1.0067857358596944e-05
corral,wall,</s>,1,1.0067857358596944e-05
corrals,</s>,<s>,5,5.033928679298472e-05
corrals,and,came,1,1.0067857358596944e-05
corrals,at,the,1,1.0067857358596944e-05
corrals,the,bull,1,1.0067857358596944e-05
corrals,two,men,1,1.0067857358596944e-05
corrals,with,apertures,1,1.0067857358596944e-05
correspondance,and,the,1,1.0067857358596944e-05
correspondents,while,the,1,1.0067857358596944e-05
corrida,de,toros,1,1.0067857358596944e-05
corrida,means,in,1,1.0067857358596944e-05
corrida,to,see,1,1.0067857358596944e-05
corridor,</s>,<s>,3,3.020357207579083e-05
corridor,with,our,1,1.0067857358596944e-05
cost,three,pesetas,1,1.0067857358596944e-05
costs,you,money,1,1.0067857358596944e-05
costume,walked,under,1,1.0067857358596944e-05
costumes,danced,down,1,1.0067857358596944e-05
costumes,wet,the,1,1.0067857358596944e-05
could,afford,in,1,1.0067857358596944e-05
could,always,get,1,1.0067857358596944e-05
could,always,make,1,1.0067857358596944e-05
could,ask,her,1,1.0067857358596944e-05
could,barely,move,1,1.0067857358596944e-05
could,be,</s>,1,1.0067857358596944e-05
could,be,arranged,1,1.0067857358596944e-05
could,bill,said,1,1.0067857358596944e-05
could,bring,along,1,1.0067857358596944e-05
could,bring,it,1,1.0067857358596944e-05
could,come,up,1,1.0067857358596944e-05
could,control,the,1,1.0067857358596944e-05
could,count,on,1,1.0067857358596944e-05
could,do,about,1,1.0067857358596944e-05
could,do,anything,2,2.013571471719389e-05
could,do,i,1,1.0067857358596944e-05
could,feel,cohn,1,1.0067857358596944e-05
could,feel,her,3,3.020357207579083e-05
could,feel,it,1,1.0067857358596944e-05
could,feel,she,1,1.0067857358596944e-05
could,feel,that,1,1.0067857358596944e-05
could,feel,the,2,2.013571471719389e-05
could,finish,baiting,1,1.0067857358596944e-05
could,fix,it,1,1.0067857358596944e-05
could,follow,us,1,1.0067857358596944e-05
could,forgive,anything,2,2.013571471719389e-05
could,forgive,attacks,1,1.0067857358596944e-05
could,get,</s>,1,1.0067857358596944e-05
could,get,a,3,3.020357207579083e-05
could,get,anybody,1,1.0067857358596944e-05
could,get,food,1,1.0067857358596944e-05
could,get,him,1,1.0067857358596944e-05
could,get,was,1,1.0067857358596944e-05
could,get,your,1,1.0067857358596944e-05
could,go,</s>,1,1.0067857358596944e-05
could,go,up,1,1.0067857358596944e-05
could,happen,with,1,1.0067857358596944e-05
could,hardly,get,1,1.0067857358596944e-05
could,have,a,1,1.0067857358596944e-05
could,have,any,1,1.0067857358596944e-05
could,have,come,1,1.0067857358596944e-05
could,have,had,2,2.013571471719389e-05
could,have,married,1,1.0067857358596944e-05
could,hear,brett,1,1.0067857358596944e-05
could,hear,my,1,1.0067857358596944e-05
could,hear,the,1,1.0067857358596944e-05
could,help,it,1,1.0067857358596944e-05
could,i,help,1,1.0067857358596944e-05
could,in,the,1,1.0067857358596944e-05
could,knock,down,1,1.0067857358596944e-05
could,leave,it,1,1.0067857358596944e-05
could,look,up,2,2.013571471719389e-05
could,make,him,1,1.0067857358596944e-05
could,marry,anybody,1,1.0067857358596944e-05
could,never,go,1,1.0067857358596944e-05
could,never,sink,1,1.0067857358596944e-05
could,not,be,1,1.0067857358596944e-05
could,not,find,4,4.027142943438778e-05
could,not,get,1,1.0067857358596944e-05
could,not,have,2,2.013571471719389e-05
could,not,let,1,1.0067857358596944e-05
could,not,make,3,3.020357207579083e-05
could,not,move,1,1.0067857358596944e-05
could,not,prevent,1,1.0067857358596944e-05
could,not,really,1,1.0067857358596944e-05
could,not,say,1,1.0067857358596944e-05
could,not,see,8,8.054285886877555e-05
could,not,sleep,2,2.013571471719389e-05
could,not,start,1,1.0067857358596944e-05
could,not,stop,2,2.013571471719389e-05
could,not,take,1,1.0067857358596944e-05
could,not,tell,1,1.0067857358596944e-05
could,only,bring,1,1.0067857358596944e-05
could,only,have,1,1.0067857358596944e-05
could,picture,it,1,1.0067857358596944e-05
could,reach,him,1,1.0067857358596944e-05
could,remember,</s>,1,1.0067857358596944e-05
could,remember,anybody,1,1.0067857358596944e-05
could,say,such,1,1.0067857358596944e-05
could,see,all,1,1.0067857358596944e-05
could,see,him,2,2.013571471719389e-05
could,see,of,1,1.0067857358596944e-05
could,see,only,1,1.0067857358596944e-05
could,see,other,1,1.0067857358596944e-05
could,see,that,1,1.0067857358596944e-05
could,see,the,4,4.027142943438778e-05
could,see,their,1,1.0067857358596944e-05
could,see,them,1,1.0067857358596944e-05
could,see,your,1,1.0067857358596944e-05
could,send,ten,1,1.0067857358596944e-05
could,shut,my,1,1.0067857358596944e-05
could,sit,in,1,1.0067857358596944e-05
could,stay,over,1,1.0067857358596944e-05
could,talk,spanish,1,1.0067857358596944e-05
could,tell,by,1,1.0067857358596944e-05
could,think,up,1,1.0067857358596944e-05
could,walk,up,1,1.0067857358596944e-05
could,work,as,1,1.0067857358596944e-05
could,write,</s>,1,1.0067857358596944e-05
could,you,come,2,2.013571471719389e-05
couldnt,do,it,2,2.013571471719389e-05
couldnt,eat,a,1,1.0067857358596944e-05
couldnt,get,his,1,1.0067857358596944e-05
couldnt,get,it,1,1.0067857358596944e-05
couldnt,get,up,1,1.0067857358596944e-05
couldnt,go,away,1,1.0067857358596944e-05
couldnt,go,that,1,1.0067857358596944e-05
couldnt,have,</s>,1,1.0067857358596944e-05
couldnt,help,looking,1,1.0067857358596944e-05
couldnt,hold,him,1,1.0067857358596944e-05
couldnt,keep,away,1,1.0067857358596944e-05
couldnt,knock,him,1,1.0067857358596944e-05
couldnt,live,quietly,1,1.0067857358596944e-05
couldnt,look,away,1,1.0067857358596944e-05
couldnt,see,the,1,1.0067857358596944e-05
couldnt,stand,it,4,4.027142943438778e-05
couldnt,stick,it,1,1.0067857358596944e-05
couldnt,take,her,1,1.0067857358596944e-05
couldnt,take,his,1,1.0067857358596944e-05
couldnt,tell,how,1,1.0067857358596944e-05
couldnt,tell,you,1,1.0067857358596944e-05
couldnt,we,go,1,1.0067857358596944e-05
couldnt,we,have,1,1.0067857358596944e-05
couldnt,we,just,1,1.0067857358596944e-05
couldnt,we,live,1,1.0067857358596944e-05
couldnt,you,write,1,1.0067857358596944e-05
council,was,in,1,1.0067857358596944e-05
counsel,brett,said,1,1.0067857358596944e-05
counsel,was,blind,1,1.0067857358596944e-05
count,</s>,<s>,28,0.0002819000060407144
count,after,dinner,1,1.0067857358596944e-05
count,all,i,1,1.0067857358596944e-05
count,and,i,1,1.0067857358596944e-05
count,and,put,1,1.0067857358596944e-05
count,blew,a,1,1.0067857358596944e-05
count,brought,up,1,1.0067857358596944e-05
count,called,</s>,2,2.013571471719389e-05
count,half,the,1,1.0067857358596944e-05
count,i,said,2,2.013571471719389e-05
count,left,the,1,1.0067857358596944e-05
count,mippipopolous,</s>,1,1.0067857358596944e-05
count,mippipopolous,meet,1,1.0067857358596944e-05
count,mippipopolous,who,1,1.0067857358596944e-05
count,motioned,</s>,1,1.0067857358596944e-05
count,on,</s>,1,1.0067857358596944e-05
count,poured,my,1,1.0067857358596944e-05
count,poured,very,1,1.0067857358596944e-05
count,put,his,1,1.0067857358596944e-05
count,reached,down,2,2.013571471719389e-05
count,said,</s>,3,3.020357207579083e-05
count,said,but,1,1.0067857358596944e-05
count,sat,</s>,1,1.0067857358596944e-05
count,shrugged,his,1,1.0067857358596944e-05
count,stood,up,2,2.013571471719389e-05
count,was,beaming,1,1.0067857358596944e-05
count,was,buying,1,1.0067857358596944e-05
count,was,funny,1,1.0067857358596944e-05
count,was,in,1,1.0067857358596944e-05
count,was,looking,1,1.0067857358596944e-05
count,was,tucking,1,1.0067857358596944e-05
count,will,be,1,1.0067857358596944e-05
counted,the,empty,1,1.0067857358596944e-05
counter,</s>,<s>,1,1.0067857358596944e-05
counter,that,i,1,1.0067857358596944e-05
counter,the,girl,1,1.0067857358596944e-05
counter,they,drew,1,1.0067857358596944e-05
counter,with,two,1,1.0067857358596944e-05
counteract,the,feeling,1,1.0067857358596944e-05
countries,look,just,1,1.0067857358596944e-05
country,</s>,<s>,8,8.054285886877555e-05
country,and,finally,1,1.0067857358596944e-05
country,and,have,1,1.0067857358596944e-05
country,and,more,1,1.0067857358596944e-05
country,and,then,1,1.0067857358596944e-05
country,became,very,1,1.0067857358596944e-05
country,between,avila,1,1.0067857358596944e-05
country,bill,said,2,2.013571471719389e-05
country,but,they,1,1.0067857358596944e-05
country,coming,in,1,1.0067857358596944e-05
country,doesnt,make,1,1.0067857358596944e-05
country,ever,wrote,1,1.0067857358596944e-05
country,for,a,2,2.013571471719389e-05
country,full,of,1,1.0067857358596944e-05
country,green,and,1,1.0067857358596944e-05
country,hot,and,1,1.0067857358596944e-05
country,in,south,1,1.0067857358596944e-05
country,in,the,1,1.0067857358596944e-05
country,out,of,1,1.0067857358596944e-05
country,spread,out,1,1.0067857358596944e-05
country,the,land,1,1.0067857358596944e-05
country,through,the,1,1.0067857358596944e-05
country,to,live,1,1.0067857358596944e-05
country,town,</s>,1,1.0067857358596944e-05
country,was,barren,1,1.0067857358596944e-05
country,was,beautiful,1,1.0067857358596944e-05
country,was,much,1,1.0067857358596944e-05
country,was,quite,1,1.0067857358596944e-05
country,was,very,1,1.0067857358596944e-05
country,we,were,1,1.0067857358596944e-05
country,where,it,1,1.0067857358596944e-05
country,with,rocky,1,1.0067857358596944e-05
counts,been,a,1,1.0067857358596944e-05
counts,values,</s>,1,1.0067857358596944e-05
couple,</s>,<s>,1,1.0067857358596944e-05
couple,more,false,1,1.0067857358596944e-05
couple,of,big,1,1.0067857358596944e-05
couple,of,bottles,1,1.0067857358596944e-05
couple,of,coppers,1,1.0067857358596944e-05
couple,of,days,1,1.0067857358596944e-05
couple,of,drinks,1,1.0067857358596944e-05
couple,of,jack,1,1.0067857358596944e-05
couple,of,questions,1,1.0067857358596944e-05
couple,of,stuffed,1,1.0067857358596944e-05
couple,of,times,1,1.0067857358596944e-05
couple,of,weeks,1,1.0067857358596944e-05
course,</s>,<s>,4,4.027142943438778e-05
course,but,we,1,1.0067857358596944e-05
course,darling,</s>,1,1.0067857358596944e-05
course,de,taureaux,1,1.0067857358596944e-05
course,did,not,1,1.0067857358596944e-05
course,even,belmonte,1,1.0067857358596944e-05
course,hes,coming,1,1.0067857358596944e-05
course,i,am,1,1.0067857358596944e-05
course,i,didnt,2,2.013571471719389e-05
course,i,do,1,1.0067857358596944e-05
course,i,wouldnt,1,1.0067857358596944e-05
course,if,you,1,1.0067857358596944e-05
course,in,a,1,1.0067857358596944e-05
course,in,bull,1,1.0067857358596944e-05
course,of,the,1,1.0067857358596944e-05
course,there,isnt,1,1.0067857358596944e-05
course,theyll,come,1,1.0067857358596944e-05
course,two,meat,1,1.0067857358596944e-05
course,was,much,1,1.0067857358596944e-05
course,you,have,1,1.0067857358596944e-05
courses,</s>,<s>,3,3.020357207579083e-05
courses,vegetables,salad,1,1.0067857358596944e-05
court,and,on,1,1.0067857358596944e-05
court,brett,said,1,1.0067857358596944e-05
court,he,had,1,1.0067857358596944e-05
courts,are,so,1,1.0067857358596944e-05
courts,i,said,1,1.0067857358596944e-05
courtyard,and,the,1,1.0067857358596944e-05
cove,</s>,<s>,1,1.0067857358596944e-05
cover,</s>,<s>,1,1.0067857358596944e-05
cover,you,over,1,1.0067857358596944e-05
covered,all,the,1,1.0067857358596944e-05
covered,him,with,1,1.0067857358596944e-05
covered,seats,of,1,1.0067857358596944e-05
covered,them,with,1,1.0067857358596944e-05
covered,tray,</s>,1,1.0067857358596944e-05
covered,with,dust,1,1.0067857358596944e-05
covering,them,over,1,1.0067857358596944e-05
coves,were,busy,1,1.0067857358596944e-05
crack,about,being,1,1.0067857358596944e-05
crack,about,primo,1,1.0067857358596944e-05
cracked,and,split,1,1.0067857358596944e-05
cracked,his,whip,1,1.0067857358596944e-05
cracked,planks,in,1,1.0067857358596944e-05
cracked,the,men,1,1.0067857358596944e-05
cracking,between,the,1,1.0067857358596944e-05
cramp,</s>,<s>,1,1.0067857358596944e-05
crash,</s>,<s>,1,1.0067857358596944e-05
crazy,</s>,<s>,2,2.013571471719389e-05
crazy,about,me,1,1.0067857358596944e-05
crazy,jake,he,1,1.0067857358596944e-05
crazy,like,gallo,1,1.0067857358596944e-05
crazy,till,he,1,1.0067857358596944e-05
created,the,chicken,1,1.0067857358596944e-05
credit,along,the,1,1.0067857358596944e-05
credit,good,</s>,1,1.0067857358596944e-05
credit,on,mine,1,1.0067857358596944e-05
creditors,mike,said,1,1.0067857358596944e-05
creditors,than,anybody,1,1.0067857358596944e-05
creditors,too,</s>,1,1.0067857358596944e-05
crest,flattened,out,1,1.0067857358596944e-05
crest,of,muscle,1,1.0067857358596944e-05
crest,on,the,1,1.0067857358596944e-05
cried,and,wanted,1,1.0067857358596944e-05
cried,too,</s>,1,1.0067857358596944e-05
cries,and,begs,1,1.0067857358596944e-05
cries,and,says,1,1.0067857358596944e-05
crillon,</s>,<s>,3,3.020357207579083e-05
crillon,at,five,1,1.0067857358596944e-05
crillon,stationery,would,1,1.0067857358596944e-05
crillon,waiting,for,1,1.0067857358596944e-05
crinkled,up,as,1,1.0067857358596944e-05
critic,</s>,<s>,2,2.013571471719389e-05
critic,a,little,1,1.0067857358596944e-05
critic,asked,me,1,1.0067857358596944e-05
critic,explained,that,1,1.0067857358596944e-05
critic,joked,him,1,1.0067857358596944e-05
critic,knew,a,1,1.0067857358596944e-05
critic,nor,i,1,1.0067857358596944e-05
critic,put,that,1,1.0067857358596944e-05
critic,said,</s>,3,3.020357207579083e-05
critic,took,my,1,1.0067857358596944e-05
critic,went,out,1,1.0067857358596944e-05
critical,judgment,of,1,1.0067857358596944e-05
critics,</s>,<s>,1,1.0067857358596944e-05
critics,later,called,1,1.0067857358596944e-05
crop,of,great,1,1.0067857358596944e-05
cross,darling,</s>,1,1.0067857358596944e-05
cross,i,said,1,1.0067857358596944e-05
cross,straps,came,1,1.0067857358596944e-05
cross,street,that,1,1.0067857358596944e-05
cross,the,street,1,1.0067857358596944e-05
cross,these,hills,1,1.0067857358596944e-05
cross,together,</s>,1,1.0067857358596944e-05
cross,with,robert,1,1.0067857358596944e-05
crossed,</s>,<s>,1,1.0067857358596944e-05
crossed,a,bridge,1,1.0067857358596944e-05
crossed,a,stream,2,2.013571471719389e-05
crossed,a,wide,1,1.0067857358596944e-05
crossed,another,faster,1,1.0067857358596944e-05
crossed,another,high,1,1.0067857358596944e-05
crossed,over,beside,1,1.0067857358596944e-05
crossed,the,boulevard,1,1.0067857358596944e-05
crossed,the,bridge,1,1.0067857358596944e-05
crossed,the,fields,1,1.0067857358596944e-05
crossed,the,narrow,1,1.0067857358596944e-05
crossed,the,plain,1,1.0067857358596944e-05
crossed,the,river,1,1.0067857358596944e-05
crossed,the,seine,1,1.0067857358596944e-05
crossed,the,spanish,1,1.0067857358596944e-05
crossed,the,stream,1,1.0067857358596944e-05
crossed,the,street,2,2.013571471719389e-05
crossed,the,top,1,1.0067857358596944e-05
crossed,to,the,1,1.0067857358596944e-05
crossing,bridges,in,1,1.0067857358596944e-05
crossing,the,seine,1,1.0067857358596944e-05
crossing,the,square,3,3.020357207579083e-05
crossing,the,street,3,3.020357207579083e-05
crossroads,and,crossed,1,1.0067857358596944e-05
crouched,down,in,1,1.0067857358596944e-05
crouched,on,the,1,1.0067857358596944e-05
crowbars,into,position,1,1.0067857358596944e-05
crowd,</s>,<s>,17,0.00017115357509614804
crowd,all,along,1,1.0067857358596944e-05
crowd,along,</s>,1,1.0067857358596944e-05
crowd,and,charged,1,1.0067857358596944e-05
crowd,and,had,1,1.0067857358596944e-05
